tau	chr	start	end	transcript_id	thymus	liver	colon	jejunum	skin	mammary	horn	duodenum	rumen	thyroid	uterus	heart	kidney	ileum	adipose	ovary	abomasum	omasum	intestine	esophagus	reticulum	muscle	Lung	spleen	brain
0.91521	13	76673123	76673371	MSTRG.10122.1	0.33841	0.433725	0.0	0.0	0.103173	0.407979	0.22474	0.361602	1.389319	2.728297	0.364887	0.481451	0.0	5.906518	0.0	0.0	0.0	0.0	2.022405	0.03079	0.187207	0.157569	16.985203	0.0	26.193058
0.85373	13	76708726	76709375	MSTRG.10125.1	0.232552	14.738199	0.0	2.67161	0.322728	0.119917	0.135636	1.570094	1.654285	9.399196	0.100989	0.391851	1.682151	4.986507	2.729313	1.512163	0.881431	0.36106	0.195523	0.162245	0.0	0.0	1.371393	5.499308	34.52639
0.96702	1	61501611	61501645	MSTRG.1013.1	0.0	0.0	0.0	0.0	7.625066	0.0	0.0	0.0	13.015783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.564118
0.94243	13	76432391	76432705	MSTRG.10131.1	0.614402	0.925839	0.0	0.0	1.929337	0.179139	0.44688	2.756274	15.00714	0.0	0.473621	0.0	0.0	0.480801	0.0	0.276942	0.054585	2.903244	1.761376	0.19981	0.357857	1.55209	0.246042	0.300266	0.86753
0.98585	13	77688009	77688318	MSTRG.10143.1	0.203222	0.0	0.0	0.0	0.597729	0.223483	0.518609	0.202479	0.512679	0.0	72.5103	0.0	0.0	1.018407	0.0	0.0	1.737964	0.0	0.669558	0.0	0.0	0.0	1.884344	0.0	1.283921
0.54284	13	76927289	76927323	MSTRG.10149.1	1.343385	14.165343	26.203548	2.178105	0.804296	12.875372	4.828972	7.933856	43.904251	23.457653	7.480291	3.29823	31.517651	17.037943	18.902241	10.589705	11.116792	16.755251	2.719668	2.833529	7.23313	79.040688	5.166817	0.825674	8.474583
0.60462	13	76899580	76899625	MSTRG.10150.1	1.487327	1.420351	9.460172	2.837217	1.937912	7.420472	2.80028	6.85554	37.487843	20.743389	2.492759	4.186614	29.056137	10.316201	18.204603	10.981668	8.157144	9.076368	1.542437	2.156455	4.948517	69.832596	2.243201	0.518603	15.147311
0.93613	13	76983728	76984178	MSTRG.10152.1	0.0	0.0	0.0	0.0	2.863158	2.51348	0.241111	0.181905	1.865078	0.0	0.401412	0.0	0.0	0.0	0.258923	5.598683	0.0	0.0	1.044447	0.754608	0.0	0.0	0.494304	0.9268	0.679042
1.00000	13	77835805	77835864	MSTRG.10155.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.799934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.98836	13	77835208	77835567	MSTRG.10155.3	0.0	0.0	0.0	0.0	0.0	1.167712	0.0	0.0	1.312176	0.0	4.604243	0.0	0.0	0.0	0.0	0.177102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.00000	13	78584808	78585044	MSTRG.10164.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.105409	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.219434
0.99413	13	78432041	78432297	MSTRG.10165.1	0.0	0.0	0.0	0.0	20.28216	0.0	0.0	0.0	0.743426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.554136	0.0	0.50977	0.0	1.528146
0.98464	13	78709297	78709687	MSTRG.10170.1	0.241084	0.582279	0.0	0.0	0.445486	0.0	0.291568	0.0	2.522647	0.0	0.114064	0.0	12.300188	0.305983	0.0	0.308549	0.0	0.0	0.0	0.298685	0.0	0.0	0.394852	0.0	0.498135
1.00000	13	78709337	78709687	MSTRG.10170.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.046387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.99006	13	78722335	78722369	MSTRG.10171.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.582005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.755749
0.71656	13	78021453	78021533	MSTRG.10182.1	44.803886	1.105914	0.0	0.0	5.400862	1.682255	1.653156	3.157262	29.094669	16.355185	4.021731	3.997198	6.476351	3.363386	2.473721	3.114848	1.474497	0.0	1.413881	4.043157	3.924665	2.726965	2.685251	0.326847	10.491611
0.97681	13	78198286	78198360	MSTRG.10187.1	0.0	0.0	0.0	0.0	0.412551	0.0	0.0	0.0	2.221111	0.0	0.113178	0.0	1.32135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.180055
0.87424	13	80033818	80034060	MSTRG.10188.1	0.0	6.37008	0.0	0.0	0.0	0.791506	0.0	0.0	8.652548	0.0	1.554119	0.0	0.0	0.703177	1.544049	4.942061	0.214686	0.0	0.0	0.248278	5.501355	0.0	0.458798	1.621179	0.67332
0.93983	13	80427002	80427165	MSTRG.10195.1	0.0	1.246973	0.0	0.0	4.152502	0.580576	0.449133	0.0	0.825926	0.0	7.81825	45.323521	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.690507	0.540271	0.0	0.329538	0.463498	6.091599
0.88917	13	80269727	80271727	MSTRG.10197.1	0.132017	0.0	0.0	0.0	0.770337	6.535765	0.713787	0.203226	1.923396	0.0	1.739128	0.290824	0.0	0.503995	2.739915	0.375868	0.883849	0.0	0.093455	0.434993	2.486633	1.404786	1.716067	0.207403	2.683894
1.00000	13	80300927	80302219	MSTRG.10198.1	0.0	0.0	0.0	0.0	4.339626	0.0	0.0	0.026084	0.805299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.044207	0.0	0.0	0.0	0.0	0.851731	0.294728	0.0	0.799664
0.90765	13	79433846	79435761	MSTRG.10203.1	0.61721	0.0	0.253473	0.420745	0.343538	0.141304	0.350763	0.108179	6.063619	0.0	9.263844	0.373406	0.039258	0.52325	0.281033	0.068405	0.106527	0.0	0.163795	0.150136	0.056773	4.859357	0.88194	0.053647	4.71471
NA	1	1007645	1007971	MSTRG.102.1	0.011835	0.0	0.0	0.0	0.053968	0.0	0.005087	0.0	0.047744	0.0	0.000487	0.0	0.0	0.0	0.001549	0.0	0.0	0.0	0.001576	0.0	0.001241	0.0	0.0	0.0	0.00438
0.99266	13	79739447	79739946	MSTRG.10210.1	0.0	0.0	0.0	0.0	6.761407	0.0	0.0	0.0	0.417483	0.0	0.404241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.221474	0.0	1.40056
0.93104	13	80894132	80894233	MSTRG.10220.1	1.091746	0.382935	0.0	0.0	1.64603	0.863248	1.124369	1.160456	9.508005	0.0	1.491342	0.178224	0.363264	0.99371	1.020845	0.882972	1.158455	0.715705	1.497464	1.008477	0.61909	1.959864	0.822694	1.084345	3.132647
0.96055	13	80893797	80894233	MSTRG.10221.1	0.218148	0.0	0.0	0.0	1.115402	0.380771	0.0	0.429765	14.503231	0.0	0.966472	0.0	0.314295	0.53346	0.0	0.0	0.336131	0.0	0.217355	0.0	0.0	4.313706	0.214063	0.0	2.615253
0.90624	13	80988789	80989257	MSTRG.10223.1	0.0	0.619327	0.0	0.0	0.250757	0.194786	0.500868	0.257511	10.464505	0.0	6.759179	0.0	0.42765	0.472325	0.399944	0.0	0.100751	0.0	0.358241	0.287418	2.704069	3.605977	0.203717	0.0	2.989293
0.94473	13	81004390	81004533	MSTRG.10224.1	0.069879	0.0	0.0	0.0	0.849873	0.139963	0.402475	0.046943	8.783736	0.0	3.969364	0.0	0.0	0.483942	0.331248	0.195266	0.0	0.0	0.152681	0.163772	0.976782	2.411627	0.143565	0.0	1.865359
1.00000	13	81075999	81076375	MSTRG.10226.1	0.144431	0.0	0.0	0.0	0.278384	0.0	0.0	0.490858	0.792081	0.0	0.0869	0.0	0.0	3.17872	0.0	0.0	0.066002	0.0	0.040764	0.0	0.0	0.042305	0.059063	0.0	0.368741
1.00000	13	81100740	81100956	MSTRG.10228.1	0.168756	0.0	0.0	0.0	0.0	0.0	0.0	0.417287	0.335949	0.0	0.0	0.0	0.0	2.501777	0.0	0.0	0.24651	0.0	0.0	0.0	0.144085	0.121303	0.0	0.113818	0.237887
NA	13	80565299	80567651	MSTRG.10232.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.056487	0.0	0.0	0.0	0.000936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.53603	13	80606779	80608111	MSTRG.10234.1	11.708217	0.0	3.092704	6.125241	2.754478	5.367526	3.729179	5.95381	6.136217	8.251143	10.565673	2.766059	3.762488	5.221957	3.333716	3.15438	2.440208	6.09027	4.642166	5.088381	2.039523	6.132019	1.205734	0.637594	18.351007
0.26424	13	80763865	80765672	MSTRG.10238.1	114.619659	171.532501	120.680206	82.704483	320.970764	277.906372	320.421936	112.796059	200.873459	203.448807	103.083214	57.675922	64.909256	64.357803	174.826233	217.10939	60.027668	99.523422	59.953869	86.022301	58.484535	11.895881	92.999817	135.041946	581.483948
0.86710	13	81764619	81765387	MSTRG.10240.1	0.485691	5.973743	0.0	0.0	0.381701	3.470216	0.540098	1.262091	5.776646	1.040815	1.597927	1.042366	0.0	0.374958	0.002053	0.141826	1.263398	0.0	0.568753	0.165916	0.683297	0.948618	1.321563	0.897401	4.085451
0.62223	13	81739711	81740026	MSTRG.10240.2	0.148415	1.305228	2.73963	0.0	2.055957	3.648257	4.670462	3.013534	14.700296	6.730845	4.823031	2.730157	0.334262	2.284179	4.340946	2.337008	6.002698	2.76768	1.819962	3.197305	5.239059	5.9906	1.907791	2.510919	3.401002
0.95909	13	81764619	81765387	MSTRG.10240.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.831004	0.0	0.392759	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.049823	0.0	0.0	0.0	6.023497	0.0	0.0
0.92518	13	81221679	81235942	MSTRG.10245.1	0.148438	0.094676	0.142999	0.093394	0.434735	0.070334	0.146033	0.282519	12.717621	0.0	5.969598	0.197031	0.073073	0.347618	0.167712	0.0985	0.198955	0.140955	0.129522	0.39725	0.264397	5.019126	0.41375	0.014967	3.209624
0.94806	13	81163451	81164561	MSTRG.10245.2	0.361628	0.0	0.0	0.0	4.455881	0.0	0.251658	0.307667	9.105295	0.0	0.544628	0.0	0.238945	2.618355	0.042492	0.0	0.793474	0.0	0.085745	1.345188	0.10221	0.0	0.0	0.102392	0.855098
NA	13	81230918	81235942	MSTRG.10245.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.157733	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.54607	13	81167488	81169365	MSTRG.10246.1	4.27684	0.218585	15.372808	14.772301	1.05892	1.407108	1.198328	7.036136	14.08485	4.142535	2.311833	2.520053	3.800063	10.606553	1.459931	2.090645	4.288568	7.353934	8.307047	3.423989	7.977044	2.421437	0.367892	1.570067	9.400129
0.93921	13	81549208	81549448	MSTRG.10253.1	0.879711	1.373117	0.0	0.0	1.957809	0.779649	0.703672	0.538058	0.936075	1.7745	0.587835	0.593547	8.659222	0.485498	0.897169	0.835895	0.42982	0.0	0.257916	0.518661	0.607365	2.702791	1.136817	0.832111	1.590713
0.96870	13	81502240	81502405	MSTRG.10254.1	0.10235	0.0	0.0	0.0	6.412301	0.128071	1.552447	0.0	1.714033	0.0	0.247963	0.0	0.0	0.687158	1.083485	0.356675	0.0	0.0	0.212396	0.295244	0.385951	0.0	0.730529	0.0	1.400777
0.72610	13	81504553	81508393	MSTRG.10255.2	0.0	0.619348	2.970134	3.168027	5.790819	2.325988	3.045865	1.085796	3.524938	2.956795	0.560369	1.456368	0.390702	1.254004	1.477048	1.479007	0.734641	1.89137	0.846105	0.0	1.065936	0.61757	0.967524	5.963398	3.563941
1.00000	13	81506954	81508393	MSTRG.10255.4	0.012581	0.0	0.0	0.0	0.0	0.251613	0.163584	0.0	0.188441	0.0	0.127182	0.473479	0.0	0.0	0.0	0.0	0.105859	0.0	0.0	0.0	0.0	0.0	0.0	1.342501	0.0
1.00000	13	81506975	81508393	MSTRG.10255.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.481432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.97450	13	81510309	81510333	MSTRG.10255.6	0.0	0.0	0.277953	0.0	0.126383	0.511046	0.11917	0.67226	2.237725	0.0	0.193238	0.579274	0.0	0.0	0.0	0.0	0.506585	0.0	0.0	0.0	0.0	0.0	0.0	1.63716	0.579011
0.83674	13	81506820	81508243	MSTRG.10256.1	0.333934	0.0	0.852855	2.069773	1.391141	1.039112	0.572941	0.809249	3.378681	3.29042	0.107492	1.383481	0.348354	0.723194	1.661188	1.59051	0.193247	0.0	0.559076	0.56622	0.314353	0.0	0.74245	3.277943	0.459057
NA	13	81506820	81508243	MSTRG.10256.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.168426	0.0	0.027041	0.0	0.0	0.0	0.0	0.388704	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.592682	0.0
0.96403	13	81524578	81525806	MSTRG.10257.1	0.05349	1.657126	0.0	0.37938	11.253897	0.092332	0.782142	0.351339	4.877741	0.0	0.296883	0.077837	0.108992	0.326352	0.341724	0.0	0.342883	0.0	0.06638	0.147622	0.37798	0.036914	0.137749	0.306926	0.019314
0.96844	13	81523263	81523553	MSTRG.10257.2	0.0	0.0	0.0	0.0	5.157017	0.0	0.0	0.0	8.718411	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.091152	0.0	0.0	0.0	0.0	0.51829	0.0	0.165846	0.161161
0.96868	13	81522350	81523553	MSTRG.10257.3	0.0	1.543284	0.0	0.0	19.116127	0.00209	0.309142	0.610746	5.95475	0.0	0.13667	0.0	0.0	0.361841	0.147963	0.340074	0.364621	0.0	0.125048	0.167026	0.310599	0.0	0.290184	0.263007	0.882933
0.98275	13	81525476	81525806	MSTRG.10257.4	0.055511	0.13331	0.0	0.0	3.513826	0.0	0.0	0.271052	1.682332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04758	0.0	0.075275	0.0	0.369988	0.0	0.0	0.083432	0.616352
0.47496	13	81531641	81531775	MSTRG.10259.1	23.478907	4.086371	7.6775	6.666705	10.345673	4.441878	5.204667	4.110291	18.159029	9.20237	5.938518	6.639128	0.935223	6.455296	6.395538	3.712403	3.874096	7.309395	6.835086	4.410027	2.914162	2.423252	2.510702	2.919562	20.390402
0.68023	13	81570794	81572331	MSTRG.10260.1	2.591786	4.207652	1.439564	0.0	5.202343	0.971955	0.576409	3.413167	7.217105	0.0	0.911607	4.215905	0.805619	3.846512	5.768035	0.613866	1.32969	0.0	1.699812	0.804001	3.615562	1.536537	1.388986	1.927897	4.412669
0.88075	13	81570794	81572331	MSTRG.10260.2	0.20912	0.0	0.0	0.0	0.709035	5.559254	0.0	0.0	5.802299	0.0	0.375888	2.515972	0.0	3.777635	0.0	0.0	2.900104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.00000	13	81570794	81572331	MSTRG.10260.3	0.0	0.0	0.0	0.0	3.250669	0.0	0.0	0.0	0.0	0.0	0.147783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.251552
0.96519	13	81570794	81572331	MSTRG.10260.4	0.0	0.0	0.0	0.0	2.09529	0.0	0.0	0.0	0.896924	0.0	0.13896	2.423867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.88463	13	81634933	81636131	MSTRG.10263.1	0.430496	0.0	1.589586	1.421683	1.536425	2.681087	2.706471	0.412488	4.546236	0.0	1.220378	0.0	0.14427	0.19262	2.336966	0.366791	0.560277	3.960853	0.442517	0.485358	0.716371	13.723376	1.06057	0.30604	1.028206
0.95531	13	81677739	81677880	MSTRG.10267.1	0.0	0.0	0.0	0.0	3.072177	1.564699	4.322197	0.0	0.665578	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.550622	0.189646	0.0	0.110565
0.92871	13	81677739	81677880	MSTRG.10267.2	0.181391	0.0	0.0	0.0	6.245136	1.955421	1.458654	0.0	2.209585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.645086	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.94079	13	82102562	82102989	MSTRG.10272.1	0.0	1.496233	0.0	0.0	3.234084	0.873446	0.681919	0.179369	5.316085	0.0	0.101424	0.0	0.0	0.141932	0.0	0.0	1.249006	1.760638	0.171798	0.0	0.0	0.0	0.0	0.0	1.009632
0.97833	13	82130120	82130274	MSTRG.10274.1	0.0	0.643513	0.0	0.0	4.760364	0.0	0.693841	0.0	0.458952	0.0	0.83755	0.0	0.0	0.0	0.0	0.0	0.503323	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.250939
NA	13	82219599	82219623	MSTRG.10277.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028023	0.0	0.0	0.0	1e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.98925	13	82335457	82335675	MSTRG.10282.1	0.178393	0.0	0.0	0.0	4.087263	0.069427	0.165298	0.0	0.097641	0.0	0.733544	0.0	0.164148	0.0	0.0	0.0	0.0	0.0	0.0	0.092057	0.0	0.0	0.0	0.121741	1.437862
0.97916	13	82612247	82616567	MSTRG.10282.3	0.143382	0.0	0.0	0.0	0.215689	0.028309	0.139128	0.0	0.143671	0.0	10.315097	0.0	0.061541	0.051413	0.0	0.051826	0.007755	0.0	0.025504	0.0	0.020896	0.0	0.152967	0.035678	3.213245
0.98208	13	82595706	82596993	MSTRG.10282.4	0.119261	0.0	0.0	0.0	0.746025	0.0	0.0	0.0	0.191309	0.0	19.391832	0.0	0.0	0.0	0.0	0.0	0.002096	0.0	0.0	0.01383	0.0	0.0	0.102607	0.0	3.57824
0.97045	13	82365829	82366066	MSTRG.10283.1	0.79109	0.0	0.0	0.0	1.356915	0.0	0.636101	0.213516	0.456837	0.0	19.234554	0.417583	0.0	0.0	0.0	0.242812	0.098651	0.0	0.241037	0.0	0.0	0.0	0.0	0.520145	5.997418
0.99486	13	82597819	82604918	MSTRG.10284.1	0.472843	0.0	0.0	0.0	0.971608	0.045231	0.147554	0.018479	0.621797	0.0	5.9843	0.0	0.0	0.039538	0.03201	0.0	0.0	0.200687	0.025696	0.071018	0.0	0.0	0.061138	0.117069	1.247063
0.90148	13	84080614	84083775	MSTRG.10294.1	0.061391	0.0	0.0	0.0	0.242998	0.148575	0.497361	0.0	6.577398	0.0	8.761425	0.455354	0.0	0.054086	0.286682	0.074976	0.037033	0.0	0.026449	0.099941	0.021714	6.360408	0.566382	0.0	12.144918
0.86690	13	84284281	84284535	MSTRG.10295.1	0.325525	14.304676	1.611809	2.264212	1.72582	0.0	0.0	0.260959	1.343855	0.0	10.489858	0.0	0.0	0.362638	0.0	0.0	10.673342	0.0	2.56724	0.0	0.080034	2.017476	0.0	0.0	0.975429
0.92647	13	84287040	84287401	MSTRG.10295.2	0.260866	1.928428	0.0	0.0	1.035399	0.228973	3.10643	0.836757	1.587136	2.058877	12.731501	0.399552	0.0	0.0	0.0	0.0	2.304956	0.0	0.439682	0.229219	0.0	0.298183	0.157338	0.0	1.907376
1.00000	13	84287265	84287401	MSTRG.10295.3	0.0	0.0	0.0	0.0	0.0	0.0	0.002726	0.0	0.0	0.0	0.385914	0.0	0.0	0.0	0.0	0.0	1.019769	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.89229	13	84527292	84527550	MSTRG.10296.1	0.639562	0.0	0.0	0.0	7.125731	2.226649	0.31231	0.776765	6.557314	0.0	0.554898	0.0	0.0	0.65996	5.140498	0.416582	0.067222	0.0	0.0	0.344989	0.487003	0.692187	0.0	1.126817	1.893618
NA	13	82979621	82980086	MSTRG.10300.1	0.0	0.0	0.0	0.0	0.022978	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.68521	13	83105980	83106131	MSTRG.10303.1	4.113424	1.654078	10.459194	0.0	1.282445	3.103659	0.405049	3.728354	8.423585	12.425625	1.170322	0.0	0.0	5.58461	1.031198	3.854593	2.982641	0.0	4.748934	1.126579	1.480281	1.968694	1.486321	1.761395	6.580189
0.96594	13	83131028	83131941	MSTRG.10304.1	0.322229	0.0	0.0	0.0	0.358602	0.656209	4.490223	0.203385	1.558322	0.0	1.490302	0.0	0.537891	0.245133	0.955326	0.0	0.065145	0.0	0.110816	0.100745	0.415884	0.468685	0.0	0.0	1.469592
0.96879	13	83179693	83179991	MSTRG.10305.1	0.184053	0.0	0.0	0.0	5.694971	0.0	0.0	0.0	2.499895	0.0	0.581123	0.0	0.0	0.0	0.0	0.0	0.07175	0.0	0.0	0.209358	0.0	0.0	0.0	0.0	1.472373
0.92745	13	83214864	83215017	MSTRG.10307.1	10.586586	0.30198	0.0	0.0	0.736897	0.0	0.307588	0.0	3.39796	0.0	0.131451	0.0	2.020942	0.491857	0.0	0.0	0.190828	0.0	0.0	0.0	0.0	0.331383	0.0	1.564703	5.663273
0.92807	13	84585720	84590754	MSTRG.10312.1	0.550845	0.048734	0.0	0.926815	0.340204	0.322523	1.346808	0.541582	12.365678	0.0	5.872743	0.333916	0.216172	0.800004	1.022353	0.569248	0.491563	0.0	0.302006	0.826498	1.023231	2.495864	1.343477	0.143738	2.769055
0.93075	13	84690808	84690828	MSTRG.10313.1	0.0	0.0	0.0	0.0	0.0	0.578179	0.0	0.663069	14.906142	0.0	0.0	0.0	0.0	4.649791	0.0	0.0	0.144348	0.0	1.173404	0.0	5.205203	0.0	3.09375	0.474169	1.014737
1.00000	13	84683264	84683316	MSTRG.10313.2	0.0	0.0	0.0	0.0	0.0	0.0	0.425295	0.0	2.128458	0.0	0.0	0.0	0.0	0.260293	0.0	0.0	0.542165	0.0	0.19237	0.0	0.0	0.0	0.360892	0.0	0.176322
NA	13	84807852	84809893	MSTRG.10318.1	0.071198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.150371	0.0	0.0	0.0	0.0	0.128935	0.0	0.0	0.006495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.116062
0.99199	13	84809124	84809893	MSTRG.10319.1	0.065776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.945397	0.0	0.713401	0.0	0.0	0.478695	0.0	0.0	0.0	0.0	0.0	0.0	1.451508	0.0	0.098021	0.0	0.109752
0.97339	13	84810438	84811752	MSTRG.10319.2	0.396041	0.0	0.0	1.332677	0.346893	0.0	0.190594	0.197905	6.121877	0.0	1.493338	0.0	0.0	0.900973	0.173736	0.038867	0.066693	0.0	0.444538	0.262119	1.341391	0.077354	0.12401	0.285788	1.191718
0.99569	13	84809143	84809893	MSTRG.10319.3	0.018126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.334159	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.228827	0.0	0.0	0.0	0.0
0.88026	13	84883639	84887386	MSTRG.10322.1	0.415445	0.0	9.67716	0.708489	0.464052	3.016372	0.792585	1.035607	1.940831	2.387482	0.700492	0.110933	0.318354	0.884902	0.297592	0.0	10.60278	0.0	0.719007	0.117303	0.08584	0.138973	0.253761	0.18889	6.316217
0.83942	13	84890104	84890774	MSTRG.10323.1	0.833001	0.22172	4.785717	0.0	0.659829	3.997734	0.986692	1.479461	2.459286	2.973419	1.80721	0.957859	1.37106	1.273408	0.43373	0.403435	8.766472	0.0	1.057997	0.20644	0.12425	0.0	0.451874	0.551148	6.224113
0.97333	13	85024804	85025983	MSTRG.10324.1	0.11326	12.65158	0.0	0.0	1.555052	0.0	0.0	1.418547	2.000465	0.0	0.216105	0.0	1.086769	0.736476	0.0	0.0	0.349807	0.0	0.604664	0.040092	0.0	0.0	0.0	0.0	1.058571
0.98667	13	85036380	85039867	MSTRG.10324.2	0.03196	1.933512	0.0	0.0	0.20425	0.017078	0.053127	0.053022	0.800288	0.34305	0.063906	0.08548	58.335232	0.136813	0.10799	0.0	0.00467	1.075981	0.014296	0.042818	0.034778	0.050211	0.132104	0.110089	1.764747
0.97915	13	85023568	85025983	MSTRG.10324.3	0.0	5.99644	0.0	0.0	0.0	0.0	0.0	0.290566	1.434339	0.0	0.110176	0.0	73.698868	0.159356	0.0	0.0	0.086159	0.0	0.0	0.048441	0.0	0.0	0.186017	0.0	0.073472
0.97518	13	85036380	85037555	MSTRG.10324.4	0.0	2.037017	0.0	0.0	0.0	0.0	0.0	0.013929	0.0	0.0	0.0	0.0	3.302278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.99490	13	85036380	85037555	MSTRG.10324.5	0.102134	1.481755	0.0	0.0	0.0	0.05068	0.0	0.218717	0.523494	0.0	0.265906	0.0	24.861649	0.106211	0.0	0.0	0.224173	0.0	0.0	0.0	0.0	0.0	0.216839	0.0	0.253614
1.00000	13	85023568	85024803	MSTRG.10324.6	0.0	0.322207	0.0	0.0	0.288597	0.0	0.0	0.160127	0.475418	0.0	0.294154	0.0	6.892118	0.0	0.0	0.0	0.172023	0.0	0.0	0.051857	0.0	0.0	0.0	0.0	0.391993
0.97539	13	85036380	85039867	MSTRG.10324.7	0.0	15.390813	0.0	0.0	0.339856	0.0	0.0	0.143878	0.618887	0.0	0.322748	0.0	5.025462	0.210107	0.0	0.0	0.120085	0.0	0.411352	0.068772	0.0	0.0	0.0	0.0	0.755542
0.98736	13	85027524	85028426	MSTRG.10325.1	0.0	1.483292	0.0	0.0	0.114421	0.0	0.0	0.623982	0.588718	0.0	0.215849	0.0	65.170891	0.457805	0.0	0.0	0.245072	0.0	0.19797	0.0	0.0	0.0	0.271045	0.0	2.393989
NA	13	85024643	85025817	MSTRG.10326.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.272644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.98053	1	62294879	62295138	MSTRG.1033.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.401244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.380685
0.97360	13	85092485	85092610	MSTRG.10331.1	0.0	0.0	0.0	0.0	0.570328	0.0	1.000423	0.0	21.812441	0.0	1.626493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.502395	0.0	0.0	0.0	2.883101
0.96262	13	85095855	85096204	MSTRG.10332.2	0.0	0.0	0.0	0.0	0.715608	0.0	0.0	0.0	2.685598	0.0	0.0	0.689401	0.0	0.295003	0.17808	4.946343	0.145849	0.0	0.0	0.14459	0.0	0.138902	0.0	0.226496	1.562382
0.96175	13	85149259	85149383	MSTRG.10334.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.582188	0.0	1.218938	0.570046	0.0	0.0	0.0	6.884719	0.0	0.0	0.0	0.152105	0.0	3.047509	0.136301	0.0	0.502588
