tau	chr	start	end	transcript_id	Skin	Blood	Spleen	Adipose	Abomasum	Ear_bone	Cecum	Lung	Antler	Cerebrum	Cerebella	Jejunum	Rumen	Muscle	Kidney	Testis	Colon	Heart	Ileum	Liver	Esophagus
1.00000	chr1a	135333525	135333850	MSTRG.10191.1	0.0	0.0	0.0	4.188358	0.0	0.0	0.0	0.0	0.148919	0.0	0.0	0.0	0.0	0.0	0.0	0.340613	0.0	0.0	0.0	0.0	0.0
1.00000	chr1a	135505216	135505313	MSTRG.10194.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.72124	0.0	0.0	0.0	0.0	6.646465	0.0	0.0	0.0	0.0	0.0
1.00000	chr1a	135619577	135619680	MSTRG.10196.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.268609	0.0	10.135171	0.0	0.0	0.0	0.0	0.610153
0.99970	chr1a	135630678	135630995	MSTRG.10197.1	0.58023	0.0	0.522005	0.0	0.0	1.030407	0.549839	0.0	0.587697	0.0	0.0	0.0	0.359522	0.184651	0.0	151.459961	0.0	0.567004	0.0	0.110678	0.71981
0.96529	chr1a	135697851	135698000	MSTRG.10201.1	0.843747	1.154522	0.0	1.541908	0.0	0.0	0.257674	0.883119	3.029146	0.0	0.0	0.0	0.617927	0.461047	0.0	11.327168	0.0	0.0	0.954343	0.938185	0.470422
0.94920	chr1a	135866973	135867294	MSTRG.10208.1	0.901601	0.0	1.340989	0.975989	0.195725	0.756025	0.038166	0.194101	2.107636	0.389448	0.0	0.0	0.515507	0.0	0.391347	1.590609	0.0	0.108514	0.079002	0.162053	0.0
0.93425	chr11a	27300949	27301971	MSTRG.1021.1	9.996114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.647031	3.104992	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.96982	chr11a	27301255	27301940	MSTRG.1021.2	24.154369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.834192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.90309	chr11a	27301255	27304370	MSTRG.1021.3	17.779966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.194138	25.175468	0.0	2.770813	0.0	3.299372	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.71135	chr11a	27301972	27304370	MSTRG.1021.4	30.04277	31.094372	2.303529	1.917049	0.0	1.063769	1.626353	2.608199	12.048746	0.0	1.588037	1.730631	7.408424	2.474715	1.691909	25.91288	0.952804	0.0	15.118513	1.720022	0.0
0.99908	chr1a	136053152	136053499	MSTRG.10215.1	1.063632	0.0	0.0	0.095777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.137865	0.0	0.0	0.0	0.0	0.0
1.00000	chr1a	136053152	136053499	MSTRG.10215.2	0.288557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.235302	0.0	0.260572	0.0	0.0	0.0	0.0	15.87782	0.0	0.0	0.0	0.219733	0.0
0.93079	chr1a	136176202	136176333	MSTRG.10219.1	2.59853	24.870333	4.264418	0.0	0.0	0.0	0.75552	0.610823	4.025156	0.0	0.0	0.760188	0.997743	1.916129	0.0	0.942658	0.809388	0.0	0.867991	0.0	0.0
0.93161	chr11a	27407291	27407512	MSTRG.1022.1	1.601721	0.0	0.640944	4.643813	0.401771	0.181314	0.253379	1.301821	5.258163	0.0	0.0	0.0	0.559506	0.775952	0.0	0.57417	0.0	0.0	0.0	0.35586	0.390349
NA	chr1a	136442610	136443128	MSTRG.10225.1	0.246639	0.0	0.0	0.0	0.0	0.0	0.083625	0.0	0.79412	0.0	0.141349	0.0	0.114111	0.0	0.0	0.190882	0.086089	0.0	0.0	0.0	0.0
1.00000	chr1a	136452684	136453913	MSTRG.10226.1	0.257437	0.0	0.100261	0.512595	0.0	0.399675	0.183126	0.0	0.561141	0.269697	0.148625	0.132067	0.136229	0.046149	0.0	1.974396	0.307175	0.0	0.265595	0.0	0.0
0.98005	chr1a	136635118	136635240	MSTRG.10230.2	0.709608	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.222049	6.718977	2.138221	0.19274	0.664479	0.031186	0.0	0.318182	0.0	0.0	0.0	0.0	0.033985
0.85200	chr1a	136696459	136696734	MSTRG.10231.1	1.922224	0.0	1.160228	0.637609	0.545509	0.215831	0.335957	2.208972	1.599539	0.23987	0.682672	0.804205	1.747442	0.498342	0.533331	1.675171	0.783473	0.37996	0.850738	0.642665	0.547066
0.99122	chr1a	136931293	136931597	MSTRG.10235.1	1.716969	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.454863	0.0	0.0	0.0	0.0	0.0	0.0	21.747948	0.0	0.0	0.0	0.0	0.0
1.00000	chr1a	137064490	137064666	MSTRG.10238.1	0.209476	0.0	0.0	0.0	0.0	0.0	0.0	0.086129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.038749	0.0	0.0	0.0	0.0	0.0
1.00000	chr1a	137148578	137148813	MSTRG.10239.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.184404	0.0	0.0	0.0	0.0	0.0	0.0	5.396348	0.0	0.0	0.0	0.0	0.0
1.00000	chr1a	137168421	137168725	MSTRG.10240.1	0.278094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.426793	0.0	0.0	0.0	0.0	0.0
NA	chr11a	27425314	27425463	MSTRG.1025.1	5.1e-05	0.081158	0.0	0.0	0.0	0.0	0.0	0.000774	0.023625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.96813	chr1a	137897220	137897555	MSTRG.10253.1	0.778727	1.395412	0.474792	0.0	0.0	0.0	0.0	0.0	0.752794	0.0	0.0	0.0	0.0	0.0	0.0	1.636734	0.0	0.0	0.293511	3.654367	0.0
1.00000	chr1a	137899833	137900227	MSTRG.10254.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.016679	0.0	0.0	0.0	0.0	0.0
1.00000	chr1a	137932643	137933162	MSTRG.10255.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.619767	0.0	0.0	0.0	0.0	0.0
NA	chr1a	137726626	137726685	MSTRG.10257.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.665678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.77311	chr1a	137846313	137846771	MSTRG.10262.1	2.379622	0.0	1.305878	1.678355	2.047965	2.496453	1.879524	1.548314	5.27055	1.364097	1.165018	1.333091	1.725574	0.51037	1.098304	3.114218	1.638332	0.433021	1.186857	0.739061	0.714547
0.86817	chr1a	137846313	137846771	MSTRG.10262.2	2.105838	0.0	1.549633	0.842927	0.329432	0.0	1.443471	1.279317	3.880809	0.0	0.0	0.0	1.891388	0.785959	1.485018	1.384229	1.166835	0.667494	1.306284	0.135839	0.677352
0.91875	chr1a	137879300	137879556	MSTRG.10263.1	0.49446	0.491749	0.495509	0.17895	0.167092	0.607846	0.142463	0.09112	3.90114	0.0	0.0	0.258972	1.462366	0.598637	0.032087	4.471951	1.99874	0.099378	0.715469	0.546098	0.394406
0.94778	chr1a	137879300	137879556	MSTRG.10263.2	0.913853	0.0	0.567049	0.690732	0.07306	0.174777	0.324259	0.207234	3.474409	0.124713	0.0	0.255271	2.263014	0.112419	0.0	7.50487	1.043763	0.0	0.645432	0.0	0.064504
1.00000	chr1a	137879300	137879556	MSTRG.10263.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.338453	0.0	4.983183	0.0	0.0	0.0	0.0	0.0
0.76891	chr1a	137993498	137993760	MSTRG.10264.1	2.067306	2.446009	3.254638	4.58137	1.65398	1.20815	0.601822	1.498732	3.170081	0.882848	0.891147	0.627579	1.368649	1.485559	0.222396	2.573008	1.379364	0.427459	0.839504	1.00673	0.490316
0.78006	chr1a	137992752	137992962	MSTRG.10264.2	1.627259	0.0	0.538104	2.156795	0.0	0.229509	2.228837	1.800057	2.917776	0.0	0.0	0.733312	1.54676	2.156933	1.599694	0.680102	0.372673	0.0	1.478264	0.347784	0.432526
0.95513	chr1a	138109525	138109885	MSTRG.10267.1	0.970963	0.0	0.0	0.0	0.0	1.14567	0.0	0.0	4.858624	0.0	0.0	0.42963	0.185208	0.254574	0.0	0.663991	0.0	0.0	0.0	3.605763	0.0
0.76099	chr1a	138123013	138123659	MSTRG.10268.1	2.11335	0.610641	1.706018	1.203017	1.356735	0.884979	1.364609	1.26711	3.881664	5.239572	3.378515	1.510651	2.503239	0.594294	0.361873	0.780074	0.46809	0.976035	1.261982	4.309555	0.173492
0.45677	chr1a	138191417	138191720	MSTRG.10270.1	70.315918	37.700203	49.515213	70.241547	57.942036	28.810995	294.286926	81.540497	95.394653	30.318657	26.354841	36.617302	97.591431	32.87162	7.458771	69.557472	273.585968	11.863567	51.091972	1160.061157	6.921957
0.72495	chr11a	27526618	27527249	MSTRG.1027.1	2.824033	1.474816	3.316969	3.240879	1.558529	0.30051	1.23256	4.910463	5.894063	0.144785	0.0	0.223727	2.18953	1.977071	0.049793	3.512627	0.376456	0.026156	2.313519	1.164453	0.142702
0.96467	chr1a	138879203	138879309	MSTRG.10284.1	4.285956	0.0	0.193192	0.459152	0.0	0.0	0.426137	0.190037	7.844368	0.963069	0.30545	0.345592	0.587561	0.492207	0.0	0.253075	0.0	0.616149	0.360263	0.0	0.0
0.51753	chr1a	139061822	139063647	MSTRG.10288.1	13.753654	26.075626	8.599469	13.483815	7.495443	0.0	4.252858	6.862629	31.029339	2.266941	0.735985	3.346009	3.386629	8.891168	3.952447	21.758072	2.28876	5.253743	6.668548	3.598464	4.81376
0.97003	chr1a	139062930	139063647	MSTRG.10288.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.885884	0.0	5.860498	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NA	chr1a	139121284	139121500	MSTRG.10291.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001082	0.0	0.003937	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.99626	chr1a	139241331	139241510	MSTRG.10294.1	0.526042	0.0	0.204739	0.227776	0.0	0.161972	0.218967	0.0	1.181118	0.0	0.0	0.002916	0.436575	0.048538	0.0	9.265615	0.0	0.095959	0.162563	0.368182	0.037425
1.00000	chr1a	139241334	139241510	MSTRG.10294.2	0.744194	0.0	0.118207	0.0	0.0	0.0	0.0	0.0	0.7407	0.0	0.0	0.195191	0.0	0.229329	0.0	5.72197	0.0	0.0	0.0	0.0	0.0
1.00000	chr1a	139241331	139241510	MSTRG.10294.3	0.264576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.296038	0.0	0.0	0.20763	0.0	0.179884	0.129381	1.991729	0.0	0.0	0.273461	0.0	0.137797
1.00000	chr1a	139337180	139337620	MSTRG.10298.1	0.189633	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.080062	0.0	0.0	0.0	0.0	0.0
1.00000	chr1a	139332536	139332716	MSTRG.10298.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.47719	0.0	0.0	0.0	0.0	0.0
1.00000	chr1a	139391224	139391311	MSTRG.10302.1	0.866975	0.0	0.0	5.413159	0.0	0.0	0.0	0.0	0.8127	0.0	0.0	0.0	0.0	0.0	0.0	0.483319	0.28198	0.0	0.0	0.336024	0.0
0.91426	chr1a	139388390	139388630	MSTRG.10303.1	5.706748	0.201459	6.095504	1.307635	0.322921	0.0	0.0	0.0	2.973192	0.0	0.0	0.0	0.798724	0.41919	0.0	0.318338	0.0	0.0	0.0	0.228798	0.0
0.49493	chr1a	139740029	139745965	MSTRG.10308.1	63.318012	0.0	85.277573	23.172398	19.302361	14.641915	0.0	11.521999	113.178238	0.0	14.705281	7.042863	28.665314	23.340626	37.395618	22.359528	9.360807	26.476631	10.569183	9.006578	0.0
0.85541	chr1a	139743985	139745965	MSTRG.10308.2	3.590363	0.0	0.0	0.0	16.268515	1.609381	0.0	7.733317	5.61194	0.0	0.0	0.949852	0.719374	4.908496	0.0	1.246053	1.507508	0.0	1.015511	1.355737	0.0
0.97665	chr1a	139745132	139745965	MSTRG.10308.3	0.0	0.0	0.0	0.0	0.0	99.341507	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.560281	0.0	0.0	0.0
0.15325	chr1a	139740029	139745965	MSTRG.10309.1	126.523651	129.598984	121.400597	187.66217	72.074951	170.346237	74.707672	197.249496	225.128922	279.990387	184.227753	76.908333	170.305283	121.6287	141.371887	228.870544	92.069244	45.216328	88.154854	53.68644	97.253174
0.57417	chr1a	139742273	139745965	MSTRG.10309.2	6.463316	2.11481	3.476329	1.60961	1.774951	4.807632	1.831042	4.623551	5.791419	1.770355	1.083913	8.534507	4.359294	3.164858	5.053461	10.514411	1.450826	0.440744	2.225457	3.818727	1.117905
1.00000	chr1a	139741480	139745965	MSTRG.10309.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.938595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NA	chr10a	3664898	3669285	MSTRG.103.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.507428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.88917	chr1a	139500578	139500673	MSTRG.10311.1	1.925235	0.851989	0.924234	2.474267	0.28242	1.808914	1.011171	1.180297	2.215938	1.702612	3.020184	1.246976	1.429146	4.368992	4.722909	81.414055	0.326229	3.57776	1.055134	0.81834	1.056992
0.98823	chr1a	139507620	139508487	MSTRG.10311.2	0.749501	0.0	0.0	0.096655	0.0	0.0	0.435615	0.363674	0.413677	0.716978	0.543607	0.717363	0.530905	0.886362	0.960679	4.354895	0.0	0.387096	0.502194	1.414076	0.0
1.00000	chr1a	139707428	139707828	MSTRG.10315.1	0.064616	0.0	0.0	0.038862	0.080666	0.0	0.0	0.077022	0.131317	0.0	0.0	0.0	0.031365	0.082673	6.295329	0.360194	0.0	0.0	0.0	0.0	0.0
1.00000	chr1a	139923316	139923443	MSTRG.10317.1	0.0	0.0	0.098309	0.0	0.0	0.061832	0.0	0.0	0.333033	0.0	0.0	0.0	0.0	0.0	0.0	5.402754	0.0	0.062998	0.0	0.0	0.0
NA	chr1a	140124493	140124873	MSTRG.10320.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.024222	0.0	0.0	0.0	0.0	0.0
NA	chr1a	140119021	140119228	MSTRG.10321.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005662	0.084574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NA	chr1a	140182335	140182439	MSTRG.10323.1	0.083831	0.0	0.0	0.0251	0.0	0.0	0.0	0.097509	0.384083	0.0	0.0	0.11859	0.027802	0.020508	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.95767	chr1a	140250653	140250815	MSTRG.10326.1	0.6399	0.718184	0.469973	2.762184	0.148125	0.0	0.317536	0.344776	1.351108	0.0	0.231687	1.053846	1.46719	0.495422	0.0	7.925675	0.0	0.226835	0.782884	0.504214	0.190409
1.00000	chr1a	140372765	140373385	MSTRG.10330.1	0.284613	0.0	0.005766	0.259185	0.009073	0.002541	0.0	0.002513	0.089874	0.0	0.0	0.004522	0.005775	0.018567	0.0	1.190334	0.002339	0.0	0.000444	0.006368	0.0
1.00000	chr1a	140372765	140373385	MSTRG.10330.2	0.03601	0.0	0.0	0.014916	0.0	0.0	0.0	0.0	0.004921	0.0	0.0	0.0	0.0	0.0	0.0	1.316649	0.00056	0.0	0.000353	0.0	0.0
0.92244	chr1a	140534246	140534856	MSTRG.10333.1	1.218948	8.141782	2.059571	0.60256	0.703124	0.785145	0.488242	0.936521	2.387147	2.556202	1.06698	0.329634	0.793025	1.477396	0.186844	1.070903	0.406918	0.574257	0.610626	0.656456	0.295068
1.00000	chr1a	140613668	140614015	MSTRG.10335.1	0.123803	0.0	0.0	0.0	0.0	0.0	0.060643	0.0	0.206433	0.071581	0.0	0.04964	0.0	0.0	0.0	4.676685	0.0	0.0	0.0	0.070088	0.0
0.39672	chr1a	140664068	140664811	MSTRG.10337.1	99.650932	123.5196	37.414631	59.161713	80.145126	7.110336	56.14101	63.214684	135.800507	13.355295	18.747082	50.390522	98.62899	84.399536	24.286907	549.058777	74.013809	12.705995	64.154587	75.419395	13.072884
1.00000	chr1a	140664529	140664811	MSTRG.10337.2	0.736631	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.951534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.00000	chr1a	140664423	140664811	MSTRG.10337.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.396947
NA	chr1a	140664463	140664811	MSTRG.10337.4	0.46846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.595171	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.454089
0.98210	chr1a	140714257	140714945	MSTRG.10339.1	0.718798	1.661417	0.419057	0.0	0.06635	0.544028	0.321788	0.05951	0.820081	0.0	0.0	0.303264	1.035234	0.165636	0.0	4.693645	1.011441	0.036274	0.404914	0.714535	0.0
0.96375	chr1a	140802783	140802996	MSTRG.10342.1	0.448805	0.0	0.162777	0.10573	0.07947	0.0	0.438123	0.136711	1.617592	0.0	0.0	0.269607	1.865411	0.030319	0.0	0.95055	0.425108	0.101087	0.811869	4.58741	0.0
0.99204	chr1a	140816904	140818426	MSTRG.10343.1	0.102899	0.0	0.0	0.0	0.096217	0.0	0.457637	0.0	0.113844	0.0	0.0	0.383186	0.532729	0.0	0.290978	0.07716	1.214742	0.0	0.922566	3.391899	0.0
1.00000	chr1a	140816904	140818426	MSTRG.10343.2	0.123934	0.0	0.0	0.0	0.0	0.0	0.767868	0.0	0.0	0.0	0.0	0.0	0.046058	0.0	0.0	0.071924	0.0	0.0	0.0	4.277075	0.0
0.71758	chr1a	140862033	140862131	MSTRG.10345.1	1.766622	3.073975	1.499311	2.20275	0.809314	1.068	4.352731	1.983161	12.245884	0.099144	0.473674	3.541879	7.241701	0.72124	0.681984	16.298426	8.828341	0.076982	9.533353	1.607007	0.730419
0.61796	chr1a	140992045	140993194	MSTRG.10346.1	1.672894	1.877244	1.475815	6.456157	1.001158	2.814404	0.770465	1.363412	4.866664	5.490952	6.463308	1.203942	1.28716	7.609329	2.51767	1.873242	1.335927	8.673426	1.536016	1.643099	3.960492
0.88414	chr1a	140996480	140996711	MSTRG.10348.1	2.675248	8.710559	1.085141	32.807472	0.0	0.612708	1.608497	1.838285	1.243941	1.474224	1.236444	1.053723	0.812266	1.365305	0.304893	0.563211	2.057979	0.684921	1.393097	4.657492	0.319325
0.98868	chr1a	140996574	140996711	MSTRG.10348.2	0.16185	0.0	0.0	6.678649	0.0	0.0	0.0	0.0	1.536858	0.0	0.0	0.0	0.147947	0.464389	0.0	0.0	0.525406	0.0	0.051326	0.0	0.0
1.00000	chr1a	141061967	141062044	MSTRG.10349.1	0.1407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.794222	0.0	0.0	0.0	0.0	0.219682	0.0	13.99915	0.084619	0.0	0.0	0.0	0.0
0.98263	chr1a	141110474	141110731	MSTRG.10350.1	0.258766	0.0	0.353251	0.0	0.0	0.0	0.0	0.271332	2.192375	0.456737	0.0	0.0	0.443834	0.0	0.0	9.57882	0.0	0.0	0.0	0.0	0.880399
1.00000	chr1a	141110474	141110731	MSTRG.10350.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.831167	0.0	0.0	0.0	0.0	0.0
1.00000	chr1a	141134204	141134532	MSTRG.10352.1	0.522619	0.0	0.0	0.0	0.0	0.0	0.484864	0.329926	0.833683	0.340821	0.134651	0.648734	0.640495	0.44414	0.0	7.759239	0.221823	0.0	0.538969	0.0	0.0
0.83543	chr1a	141497644	141498006	MSTRG.10357.1	1.385679	0.0	1.299316	4.830989	3.426964	0.677065	1.222234	24.737354	1.349017	0.291973	0.0	0.0	1.333818	0.116899	2.354294	1.116546	0.0	9.914645	0.364351	0.233255	22.568142
0.35993	chr1a	141843181	141843353	MSTRG.10361.1	19.80262	11.961638	16.360521	28.297298	12.485383	10.439528	12.890288	13.231121	46.849072	6.30642	8.256983	12.132612	31.553457	19.928514	5.028373	18.116581	9.121878	1.936723	10.102426	20.849407	7.433914
0.57959	chr1a	141843181	141843353	MSTRG.10361.2	14.252034	9.248489	10.269509	6.104662	1.606881	2.411609	3.531561	4.664557	32.057243	3.889634	9.545073	5.668421	13.845619	3.00973	0.685093	8.368496	1.485125	1.431854	3.447115	9.119502	1.774835
1.00000	chr1a	141802726	141803082	MSTRG.10362.2	1.389471	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.84258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.53332	chr1a	141861605	141862006	MSTRG.10364.1	22.957439	4.393404	10.758492	17.508158	13.50607	20.011589	7.008679	24.990484	27.148876	56.79213	53.412052	1.85537	7.536489	7.774616	11.150676	166.773956	3.790166	7.561215	3.32795	6.227275	10.312791
0.93649	chr1a	141861605	141862006	MSTRG.10364.2	2.232808	0.922977	0.260823	0.607558	0.641195	0.383996	2.622566	0.961964	2.047529	0.0	0.0	1.335261	1.919973	0.678558	0.045383	46.081913	2.004846	0.524259	1.649307	1.139109	1.120435
0.91292	chr1a	141861605	141862006	MSTRG.10364.3	4.523905	0.0	1.010775	0.744649	0.630557	0.0	0.744369	3.956936	4.635842	1.944697	1.414964	0.826051	0.997768	1.196191	0.306135	40.038399	0.164633	0.957539	0.615121	2.237415	0.28732
0.77498	chr1a	141861605	141862006	MSTRG.10364.4	2.110914	6.502794	1.322959	10.075746	1.432769	1.029322	1.243758	5.287355	6.877689	1.247375	1.367852	0.773077	2.868185	1.462232	0.0	12.582839	0.911382	0.519232	1.019171	0.900682	0.794457
0.88803	chr1a	141861820	141862006	MSTRG.10364.5	2.964376	0.244413	1.068991	1.751308	2.118435	0.132012	0.250612	1.30897	3.956501	4.001016	1.736271	0.325815	1.449868	0.894891	0.0	17.573811	0.214405	0.03819	0.183698	0.179146	0.257464
0.90560	chr1a	141861817	141862006	MSTRG.10364.6	1.522377	0.0	0.923701	1.679196	0.0	0.0	0.0	1.002442	2.775922	0.0	0.0	0.0	0.0	0.0	1.491045	3.493053	0.0	0.0	0.0	0.725048	0.0
1.00000	chr1a	141861605	141862006	MSTRG.10364.7	0.402912	0.592135	0.056348	0.261174	0.21594	0.07397	0.229853	0.11619	0.445682	0.0	0.0	0.200889	0.369937	0.291158	0.0	8.142558	0.075218	0.126544	0.072376	0.0	0.225883
1.00000	chr1a	141989084	141989322	MSTRG.10367.1	0.0	0.0	0.0	3.863433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.155299	0.0	0.165823	0.0	0.0	0.0	0.0	0.0
1.00000	chr1a	144474221	144474425	MSTRG.10370.2	0.12267	0.0	0.056543	0.0	0.0	0.0	0.051149	0.093715	0.523096	0.0	0.0	0.133113	0.144003	0.105193	0.0	6.058922	0.198663	0.0	0.01114	0.0528	0.0
0.51863	chr1a	142078515	142079685	MSTRG.10372.1	4.961843	8.334907	4.405501	5.009178	1.676866	3.828512	2.554698	1.805502	7.837732	0.753557	0.862574	2.941904	8.353883	2.548763	0.663336	9.080016	9.068461	0.648739	6.046778	2.301296	0.672365
1.00000	chr1a	143759431	143759713	MSTRG.10374.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.790973	0.0
0.83435	chr1a	144095889	144096040	MSTRG.10376.1	0.0	5.095772	3.200453	0.0	0.0	0.0	1.334356	5.444482	2.189969	0.0	0.0	2.493187	0.234933	2.563197	0.0	1.096811	0.0	0.0	9.636156	0.306829	0.0
0.98293	chr1a	144131064	144131187	MSTRG.10378.1	0.825652	0.0	0.482314	0.0	0.0	0.873333	0.373747	0.434632	3.531449	0.0	0.0	0.133946	0.483552	0.0	0.0	40.311691	0.342349	0.0	0.357315	0.138948	0.657735
NA	chr1a	144254102	144254251	MSTRG.10382.1	0.070389	0.0	0.014676	0.051964	0.0	0.0586	0.0	0.042589	0.080389	0.0	0.0	0.0	0.040451	0.0	0.0	0.006168	0.0	0.022791	0.0	0.002354	0.014752
1.00000	chr1a	144300889	144301084	MSTRG.10383.1	0.608006	0.0	0.0	0.461379	0.0	0.568663	0.0	0.733855	1.301534	0.0	0.0	0.910278	0.813828	0.132893	0.0	0.50316	0.0	0.0	0.283127	0.494019	0.125039
0.44331	chr1a	144382654	144382891	MSTRG.10384.1	7.235393	0.0	11.1477	9.248867	6.46652	5.891546	3.254753	7.922101	10.705048	1.613145	2.232927	2.887986	13.158292	4.94874	2.39093	5.28762	5.013391	1.711314	2.043977	4.815468	6.70226
1.00000	chr1a	144383276	144383295	MSTRG.10384.2	4.551428	0.0	0.050697	0.431599	0.756039	0.0	0.0	0.0	0.478144	0.0	0.0	0.0	0.126655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.049793
0.95187	chr1a	144382654	144382891	MSTRG.10384.3	1.24618	0.0	0.683191	3.606008	0.775763	0.0	0.0	0.578022	2.758216	0.0	0.0	0.387229	0.817496	0.0	0.172928	0.0	0.387678	0.0	0.196261	0.0	0.0
0.92589	chr1a	142105745	142106450	MSTRG.10387.1	0.612069	0.489759	0.486739	8.883367	0.73296	0.211926	0.147516	2.495702	0.679898	1.878735	0.796458	1.297007	0.449874	1.30237	1.144714	0.607587	0.109917	0.485286	2.808885	0.168367	0.40924
NA	chr1a	142220957	142221767	MSTRG.10389.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024773	0.0	0.0	0.019502	0.025556	0.0	0.0	0.0	0.0	0.0	0.030492	0.0	0.0
0.95888	chr1a	143453519	143454218	MSTRG.10390.1	0.657312	0.0	0.0	3.148378	0.0	0.87479	0.230653	0.0	6.861169	1.547789	0.951261	0.688385	0.110895	0.0	0.0	0.46563	0.0	0.0	0.0	0.0	0.0
0.93345	chr1a	143468486	143470009	MSTRG.10391.1	2.451749	0.0	1.899117	0.415517	4.887367	0.077209	0.0	0.092322	1.503172	0.204366	0.0	0.325067	14.443288	0.743339	0.776296	0.146789	0.414217	0.0	0.0	0.498963	1.02181
1.00000	chr1a	145725474	145725653	MSTRG.10393.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.228451	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.96153	chr1a	145725450	145725653	MSTRG.10394.1	2.258583	0.0	0.0	2.883499	0.0	0.0	0.0	0.0	0.810615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.754591	0.0	0.0
